id	name	idmatch	namematch
20021	Igor és Ivan Buharov	12663	Igor és ivan Buharov
12256	Brückner János	10070	Brückner jános
7560	Igor és Ivan Buharov	12663	Igor és ivan Buharov
12205	Koronczi Endre	1372	koronczi Endre
20553	Igor és Ivan Buharov	12663	Igor és ivan Buharov
11934	Baksai József	11541	BAKSAI JÓZSEF
11876	Adam Bota	5318	Adam BOTA
11798	Kicsiny Balázs	4305	KICSINY BALÁZS
6815	Igor és Ivan Buharov	12663	Igor és ivan Buharov
11598	Kiss Rita	12669	KISS Rita
11354	Kőnig Frigyes	8313	Kőnig frigyes
11325	Rieder Gábor	14829	RIEDER Gábor
10906	Zvolszky Zita	15484	ZVOLSZKY Zita
10835	Helga Philipp	12863	Helga PHILIPP
14103	Igor és Ivan Buharov	12663	Igor és ivan Buharov
10509	feLugossy László	15748	felugossy László
10312	feLugossy László	15748	felugossy László
9903	Kótun Viktor	16321	KÓTUN Viktor
9466	Halász Károly	16797	HALÁSZ KÁROLY
9255	Csók István	15202	CSÓK István
9193	Horváth Roland	4122	HORVÁTH ROLAND
8901	Timm Ulrichs	17428	Timm ULRICHS
8765	Várhelyi Csilla	13992	Várhelyi csilla
8663	Dr. Baán László	18122	dr. Baán László
8606	Somhegyi Zoltán	5277	somhegyi zoltán
8446	Kőnig Frigyes	8313	Kőnig frigyes
8168	Hajdu István	8751	HAJDU István
8168	Hajdu István	5172	HAJDU ISTVÁN
8052	HUGYECSEK Balázs	8090	HUGYECSEK BALÁZS
7807	Aba-Novák Vilmos	15183	ABA-NOVÁK Vilmos
7739	Aggtelek (SP)	7856	AGGTELEK (SP)
7716	Rechnitzer Zsófi	9492	rechnitzer zsófi
7716	Rechnitzer Zsófi	9366	Rechnitzer zsófi
7715	Bánki Ákos	17385	Bánki ÁKos
7715	Bánki Ákos	11474	BÁNKI Ákos
7575	Sturcz János	12850	STURCZ János
7575	Sturcz János	11160	STURCZ János
7368	Sulyok Gabriella	6990	SULYOK Gabriella
7367	Sturcz János	12850	STURCZ János
7367	Sturcz János	11160	STURCZ János
7039	Menyhárt Menyus Tamás	9244	Menyhárt menyus Tamás
6820	Kepes György	17195	KEPES György
6441	Hegedűs 2 László	6431	HEGEDŰS 2 LÁSZLÓ
6087	ef Zámbó István	2	Ef Zámbó István
6087	ef Zámbó István	14584	EF Zámbó István
6087	ef Zámbó István	3762	ef ZÁMBÓ ISTVÁN
5799	Thanos Chrysakis	16365	Thanos CHRYSAKIS
5464	Teodor Graur	14455	Teodor GRAUR
19172	Kert csoport	14693	Kert Csoport
5276	Nyakas Ilona	17130	Nyakas ILona
5245	Varga ferenc	14962	VARGA Ferenc
5245	Varga ferenc	6384	Varga Ferenc
5163	Josef Albers	6435	JOSEF ALBERS
4912	Ivan Ladislav Galeta	14825	IVAN LADISLAV GALETA
4628	Galbovy Attila	5893	GALBOVY ATTILA
3989	Szabó Norbert	2407	SZABÓ NORBERT
3854	Vetlényi Zsolt	7067	VETLÉNYI Zsolt
3797	hans w. koch	8725	Hans W. Koch
3699	Randomroutines	17266	randomroutines
3693	Farkas István	15213	FARKAS István
3683	Jan Danebod	11471	Jan DANEBOD
3451	Klie Zoltán	16031	KLIE Zoltán
3410	Tony Cragg	14322	Tony CRAGG
3373	Nyakas Ilona	17130	Nyakas ILona
3370	Dieter Jung	14333	Dieter JUNG
3329	Kisspál Szabolcs	12204	KISSPÁL Szabolcs
3329	Kisspál Szabolcs	8269	KIssPál Szabolcs
3128	Gia Edzgveradze	17522	Gia EDZGVERADZE
3049	Császár Péter	1374	Császár péter
2891	Hajdu István	8751	HAJDU István
2891	Hajdu István	5172	HAJDU ISTVÁN
2609	Kisspál Szabolcs	12204	KISSPÁL Szabolcs
2609	Kisspál Szabolcs	8269	KIssPál Szabolcs
2008	Slaven Tolj	16391	Slaven TOLJ
1980	Schmal Károly	17427	SCHMAL Károly
1737	Koronczi Endre	1372	koronczi Endre
975	Kupcsik	14942	KUPCSIK
775	Kerekes	4632	KEREKES
571	Helényi Tibor	1451	HELÉNYI Tibor
176	Farkas Zsolt	10622	FARKAS Zsolt
40	Tölg-Molnár Zoltán	11551	TÖLG-MOLNÁR ZOLTÁN
2	Ef Zámbó István	22900	ef Zámbó István
2	Ef Zámbó István	18581	ef Zámbó István
2	Ef Zámbó István	14584	EF Zámbó István
2	Ef Zámbó István	3762	ef ZÁMBÓ ISTVÁN
25305	Szurcsik József	3766	SZURCSIK JÓZSEF
25158	Rita Ernst	14324	Rita ERNST
25024	Bori Om	15771	BORI OM
25014	Szotyory László	15481	SZOTYORY László
2009	Maja és Reuben Fowkes	6841	Maja és Reuben FOWKES
24963	Braun Vera	16025	BRAUN Vera
24862	EJTECH	18459	Ejtech
24857	Hartmut Böhm	9468	Hartmut BÖHM
24817	Georgi Dimitrov	15456	Georgi DIMITROV
24785	Kincses Károly	10111	KINCSES KÁROLY
24775	Szotyory László	15481	SZOTYORY László
24770	Magyarósi Éva	16630	MAGYARÓSI Éva
24760	Nagy Gábor György	898	nagy Gábor György
24672	Dr. Feledy Balázs	23443	dr. Feledy Balázs
24672	Dr. Feledy Balázs	22737	dr. Feledy Balázs
24649	Koronczi Endre	1372	koronczi Endre
24549	Kőnig Frigyes	8313	Kőnig frigyes
24535	Uglár Csaba	5895	UGLÁR CSABA
24475	Lux Antal	23813	LUX Antal
12387	Nemmivoltunk Crew	23929	nemmivoltunk crew
12387	Nemmivoltunk Crew	23927	nemmivoltunk crew
12387	Nemmivoltunk Crew	18985	NemMiVoltunk Crew
23929	nemmivoltunk crew	18985	NemMiVoltunk Crew
23927	nemmivoltunk crew	18985	NemMiVoltunk Crew
24108	Rabóczky Judit	16632	RABÓCZKY Judit
24107	Előd Ágnes	15211	ELŐD Ágnes
24107	Előd Ágnes	2720	Előd ágnes
24100	Hegedűs 2 László	6431	HEGEDŰS 2 LÁSZLÓ
24015	Georgi Dimitrov	15456	Georgi DIMITROV
23964	Zagar	13792	ZAGAR
23962	Jermakov Katalin	5733	JERMAKOV Katalin
23891	Dick Roberts	18693	Dick ROBERTS
23890	Richter Sára	5831	RICHTER SÁRA
23819	Nagy Gábor György	898	nagy Gábor György
23813	LUX Antal	21589	Lux Antal
23807	Ifj. Koffán Károly	15982	ifj. KOFFÁN Károly
23798	Gellér B. István	14326	GELLÉR B. István
23783	Bolcsó Bálint	14561	BOLCSÓ BÁLINT
23698	Földi Péter	10607	FÖLDI PÉTER
23691	Földi Péter	10607	FÖLDI PÉTER
23689	Kecskés Péter	5279	kecskés péter
23595	Karácsonyi László	16257	KARÁCSONYI László
23590	Bada Dada	15476	BADA Dada
23589	Altorjai Sándor	15185	ALTORJAI Sándor
23540	Barakonyi Szabolcs	10008	BARAKONYI Szabolcs
23540	Barakonyi Szabolcs	9427	BARAKONYI SZABOLCS
23522	Stane Jagodic	10110	STANE JAGODIC
23488	L. SIMON László	1763	L. Simon László
23446	Szabó Tamás	5392	SZABÓ Tamás
23443	dr. Feledy Balázs	22208	Dr. Feledy Balázs
23443	dr. Feledy Balázs	22154	Dr. Feledy Balázs
23443	dr. Feledy Balázs	14284	Dr. Feledy Balázs
23443	dr. Feledy Balázs	8051	Dr. Feledy Balázs
23425	Somogyi Laura	14952	SOMOGYI Laura
23398	Horváth Dániel	2406	HORVÁTH DÁNIEL
23300	Zalavári József	17430	ZALAVÁRI József
23158	Void	12597	void
23086	Mátrai Erik	17199	MÁTRAI Erik
23066	Uitz Béla	14959	UITZ Béla
22952	Mar Vicente	12868	Mar VICENTE
22907	Méhes László	16035	MÉHES László
22906	Lakner László	14943	LAKNER László
22904	Kepes György	17195	KEPES György
22903	Károlyi Zsigmond	9870	Károlyi zsigmond
22900	ef Zámbó István	14584	EF Zámbó István
22900	ef Zámbó István	3762	ef ZÁMBÓ ISTVÁN
22899	Deim Pál	15205	DEIM Pál
22779	Petrányi Zsolt	16093	PETRÁNYI ZSOLT
22737	dr. Feledy Balázs	22208	Dr. Feledy Balázs
22737	dr. Feledy Balázs	22154	Dr. Feledy Balázs
22737	dr. Feledy Balázs	14284	Dr. Feledy Balázs
22737	dr. Feledy Balázs	8051	Dr. Feledy Balázs
22701	Knyihár Amarilla	3770	KNYIHÁR AMARILLA
22682	Szigethy Anna	10652	SZIGETHY Anna
19050	pr csoport	15259	PR csoport
19050	pr csoport	24853	PR csoport
19050	pr csoport	15546	PR Csoport
15259	PR csoport	15546	PR Csoport
22640	Verebes György	6007	VEREBES György
22632	Bullás József	17403	BULLÁS József
22632	Bullás József	2262	Bullás józsef
22598	GAZSI RAP SHOW	10025	Gazsi Rap Show
22583	Károlyi Zsigmond	9870	Károlyi zsigmond
24853	PR csoport	15546	PR Csoport
22435	Helga Weihs	14346	Helga WEIHS
22434	Vera Röhm	14342	Vera RÖHM
22222	Bullás József	17403	BULLÁS József
22222	Bullás József	2262	Bullás józsef
22170	Nemere Réka	3763	NEMERE RÉKA
22125	Szántó István	13655	SZÁNTÓ István
22125	Szántó István	11015	SZÁNTÓ ISTVÁN
22092	HORÁNYI Attila	19837	Horányi Attila
22091	Kicsiny Balázs	4305	KICSINY BALÁZS
22063	Hajdu István	8751	HAJDU István
22063	Hajdu István	5172	HAJDU ISTVÁN
22053	Erőss István	8797	ERŐSS István
9172	Randomroutines	17266	randomroutines
21645	Jurij Albert	17521	Jurij ALBERT
21584	Ifj. Koffán Károly	15982	ifj. KOFFÁN Károly
21500	Kishonthy Zsolt	692	kishonthy zsolt
21294	Trafik Kör	21176	TRAFIK KÖR
21243	Rónai Péter	17453	RÓNAI PÉTER
21170	Herman Levente	3484	herman levente
21128	Lilith Öröksége	13701	Lilith öröksége
20906	Andrási Gábor	1718	Andrási gábor
20838	Molnár Dóra Eszter	16641	MOLNÁR DÓRA ESZTER
20771	Roskó Gábor	13788	ROSKÓ GÁBOR
20661	Kicsiny Balázs	4305	KICSINY BALÁZS
20587	Dóró Sándor	12079	DÓRÓ SÁNDOR
20579	Péter Ildikó	7210	PÉTER Ildikó
20507	Réthey-Prikkel Tamás	16633	RÉTHEY-PRIKKEL Tamás
20324	Rónai Péter	17453	RÓNAI PÉTER
20318	Andreas Fogarasi	9852	Andreas FOGARASI
10084	Szövetség	14558	SZÖVETSÉG
20265	Szurcsik József	3766	SZURCSIK JÓZSEF
20215	Mátrai Erik	17199	MÁTRAI Erik
20100	Kőnig Frigyes	8313	Kőnig frigyes
20075	Szőke Gábor Miklós	11145	SZŐKE GÁBOR MIKLÓS
20075	Szőke Gábor Miklós	6949	SZŐKE Gábor Miklós
20059	Josef Nadj	5772	JOSEF NADJ
20037	Kicsiny Balázs	4305	KICSINY BALÁZS
20028	Kőnig Frigyes	8313	Kőnig frigyes
19924	M. Novák András	11548	M. NOVÁK ANDRÁS
19914	Baksai József	11541	BAKSAI JÓZSEF
19903	Kaska	16180	KASKA
19776	Vécsei Júlia	14963	VÉCSEI Júlia
19774	Kaszás Tamás	16258	KASZÁS Tamás
19660	Mécs Miklós	5270	MÉCS MIKLÓS
19595	Stein Anna	16042	STEIN Anna
19592	Kilár István	16030	KILÁR István
19467	Erőss István	8797	ERŐSS István
19390	Nagy Gergely	4633	NAGY Gergely
19341	Betuker István	13232	BETUKER István
19261	Keresztesi Botond	13651	KERESZTESI Botond
19259	Brückner János	10070	Brückner jános
19057	Erőss István	8797	ERŐSS István
18891	Ladik Katalin	16343	LADIK Katalin
18812	Uglár Csaba	5895	UGLÁR CSABA
18804	Gáldi Vinkó Andrea	11499	GÁLDI VINKÓ ANDREA
18723	Szécsényi-Nagy Loránd	10651	SZÉCSÉNYI-NAGY Loránd
18691	Pézman Andrea	15991	PÉZMAN Andrea
18581	ef Zámbó István	14584	EF Zámbó István
18581	ef Zámbó István	3762	ef ZÁMBÓ ISTVÁN
5283	United Gods	5281	united gods
18468	Mécs Miklós	5270	MÉCS MIKLÓS
18377	Fenyvesi Áron	16463	FENYVESI Áron
18377	Fenyvesi Áron	8426	FENYVESI Áron
18371	Je Suis Belle	5134	Je suis belle
18116	Gyenes Zsolt	10092	GYENES ZSOLT
18105	Kisspál Szabolcs	12204	KISSPÁL Szabolcs
18105	Kisspál Szabolcs	8269	KIssPál Szabolcs
18098	Chilf Mária	3764	CHILF MÁRIA
17986	Zsadányi Hajnalka	15779	ZSADÁNYI HAJNALKA
17976	Gránicz Tamás	6761	GRÁNICZ Tamás
17834	Soós Károly	14560	SOÓS KÁROLY
17788	Musica Moralia	10880	MUSICA MORALIA
17658	Gémes Péter	16092	GÉMES PÉTER
17538	Baranyai Levente	15190	BARANYAI Levente
17506	KERNÁCS GABRIELLA	12350	Kernács Gabriella
17485	BÁRDOSI Katinka	12992	Bárdosi Katinka
17414	Josef LINSCHINGER	5535	Josef Linschinger
17403	BULLÁS József	2262	Bullás józsef
17385	Bánki ÁKos	11474	BÁNKI Ákos
17333	Németh Balázs Kristóf	15988	NÉMETH Balázs Kristóf
17206	VICSEK Viktor	9072	Vicsek Viktor
17185	CSÁJI Attila	3833	Csáji Attila
17183	BORTNYIK Éva	16972	Bortnyik Éva
17162	Szabó Dezső	12443	Szabó DEzső
16980	Jerger Krisztina	11163	JERGER Krisztina
16980	Jerger Krisztina	3093	Jerger krisztina
16878	BADITZ Gyula	5903	Baditz Gyula
16869	Török-Illyés Orsolya	13791	TÖRÖK-ILLYÉS ORSOLYA
16854	Kisspál Szabolcs	12204	KISSPÁL Szabolcs
16854	Kisspál Szabolcs	8269	KIssPál Szabolcs
16837	Martyn Ferenc	16034	MARTYN Ferenc
16832	Betuker István	13232	BETUKER István
16771	Horváth Roland	4122	HORVÁTH ROLAND
16653	Turányi Gábor	2399	TURÁNYI GÁBOR
16631	MOIZER Zsuzsa	11119	MOIZER ZSUZSA
16630	MAGYARÓSI Éva	8899	Magyarósi Éva
16630	MAGYARÓSI Éva	8807	Magyarósi Éva
16622	Saskia Noor van IMHOFF	16462	Saskia NOOR VAN IMHOFF
16463	FENYVESI Áron	8555	Fenyvesi Áron
16447	Jay Tan	14706	Jay TAN
16428	Nemere Réka	3763	NEMERE RÉKA
16426	Dr. Habil	13914	dr. habil
16374	Christian KOBI	12879	Christian Kobi
16348	SZARKA Péter	8001	SZARKA PÉTER
16262	MASCHER Róbert	9164	Mascher Róbert
16257	KARÁCSONYI László	13087	Karácsonyi László
16190	Kisspál Szabolcs	12204	KISSPÁL Szabolcs
16190	Kisspál Szabolcs	8269	KIssPál Szabolcs
16040	PÁN Márta	6993	Pán Márta
15975	DETVAY Jenő Eugéne	12441	Detvay Jenő Eugéne
15870	szinyova gergő	5121	Szinyova GErgő
15869	nemes márton	14045	NEMES MÁRTON
15864	Dr. MECSI Beatrix	8361	Dr. Mecsi Beatrix
15775	KÁROLY ESZTER	15541	Károly Eszter
15775	KÁROLY ESZTER	12681	KÁROLY Eszter
15748	felugossy László	7245	feLugossy László
15625	Varga Krisztina	12683	VARGA Krisztina
15541	Károly Eszter	12681	KÁROLY Eszter
15519	Czigány Dezső	15200	CZIGÁNY Dezső
15477	EL Kazovszkij	13199	El Kazovszkij
15457	EGLE Anita	6127	Egle Anita
15454	Anna-Maria BOGNER	5348	ANNA-MARIA BOGNER
15282	Nagy Gergely	4633	NAGY Gergely
15211	ELŐD Ágnes	12405	Előd Ágnes
15211	ELŐD Ágnes	2720	Előd ágnes
15197	BORTNYIK Sándor	13103	Bortnyik Sándor
15196	BORSOS József	14410	Borsos József
15194	BIRKÁS Ákos	3834	Birkás Ákos
15192	BENCZÚR Gyula	3422	Benczúr Gyula
15186	BÁLINT Endre	9936	BÁLINT ENDRE
15153	Timár Katalin PhD	15111	Timár Katalin Phd
14962	VARGA Ferenc	6384	Varga Ferenc
14961	VAJDA Lajos	9940	VAJDA LAJOS
14847	Mindenki	12018	mindenki
14829	RIEDER Gábor	11177	Rieder Gábor
14813	Bernáth/y Sándor	9447	BERNÁTH/Y SÁNDOR
14780	SZABÓ Noémi	11411	Szabó Noémi
14780	SZABÓ Noémi	6828	Szabó Noémi
14599	Anahita Razmi	9231	Anahita RAZMI
14584	EF Zámbó István	3762	ef ZÁMBÓ ISTVÁN
14557	SZAMOSI JUDIT	11769	Szamosi Judit
14470	Radu BELCIN	12424	Radu Belcin
14469	Francisc CHIUARIU	12423	Francisc Chiuariu
14344	SZENDERFFY Gábor	11717	Szenderffy Gábor
14257	Nikmond Beáta	5791	NIKMOND BEÁTA
14214	FRanciaország magyarországi nagykövete	13585	Franciaország Magyarországi Nagykövete
14213	Őexcellenciája Roland Galharague	13584	ŐEXCELLENCIÁJA ROLAND GALHARAGUE
13992	Várhelyi csilla	9158	Várhelyi Csilla
13973	Nessim Galéria	11453	NESSIM Galéria
13894	MEMBRANDT	12714	Membrandt
13795	DJ GANDHARVA	7820	Dj Gandharva
13736	Horváth Roland	4122	HORVÁTH ROLAND
13673	Swoboda Katharina	11866	SWOBODA Katharina
13655	SZÁNTÓ István	11015	SZÁNTÓ ISTVÁN
13650	JAHODA Réka	8100	JAHODA RÉKA
13586	SURÁNYI MIHÁLY	13414	Surányi MIhály
13586	SURÁNYI MIHÁLY	7374	SURÁNYI Mihály
13544	Bada Dada Tibor	9490	bada dada tibor
13516	Erőss István	8797	ERŐSS István
13414	Surányi MIhály	7374	SURÁNYI Mihály
13389	ANTIK SÁNDOR	3104	Antik Sándor
12850	STURCZ János	5258	Sturcz János
12802	Orbán György	4617	ORBÁN György
12673	SZŐKE Péter	11147	SZŐKE PÉTER
12662	Holly STREEKSTRA	10812	Holly Streekstra
12592	Miss KK	11089	MISS KK
12587	Diktátor	11135	DIKTÁTOR
12549	Vladimir Us	8210	Vladimir US
12405	Előd Ágnes	2720	Előd ágnes
12375	GYőRFFY László	1368	Győrffy lászló
12351	Gyenes Zsolt	10092	GYENES ZSOLT
12339	David Èerný	5268	DAVID ÈERNÝ
12288	Hajdu István	8751	HAJDU István
12288	Hajdu István	5172	HAJDU ISTVÁN
12258	Esin TURAN	11455	Esin Turan
12212	SZALAI Borbála	10817	Szalai Borbála
12204	KISSPÁL Szabolcs	8269	KIssPál Szabolcs
12204	KISSPÁL Szabolcs	3107	Kisspál Szabolcs
12077	CSUTI ZSÓFIA	10976	Csuti Zsófia
12062	Aj Vej-vej	12061	Aj Vej-Vej
11941	Szabó Róbert Csaba	11940	szabó róbert csaba
11922	Bartl József	11542	BARTL JÓZSEF
11864	FILLER MATE	8711	Filler Mate
11822	SPENGLER Katalin  műgyűjtő	8826	Spengler Katalin  műgyűjtő
11767	Jobbágy Bernadett	2764	JOBBÁGY BERNADETT
11699	Nagy Tamás	2398	NAGY TAMÁS
11550	SZIKORA TAMÁS	1463	Szikora Tamás
11542	BARTL JÓZSEF	2836	Bartl József
11475	KLIMÓ Károly	10128	KLIMÓ KÁROLY
11431	Horváth Tibor	2756	HORVÁTH TIBOR
11431	Horváth Tibor	1373	Horváth tibor
11411	Szabó Noémi	6626	SZABÓ Noémi
11402	KARAFIÁTH Orsolya	5674	karafiáth orsolya
11163	JERGER Krisztina	3093	Jerger krisztina
11160	STURCZ János	5258	Sturcz János
11145	SZŐKE GÁBOR MIKLÓS	6949	SZŐKE Gábor Miklós
11114	Pelesek Dóra	11026	PELESEK Dóra
11099	Erőss István	8797	ERŐSS István
11026	PELESEK Dóra	10684	Pelesek Dóra
10921	Dr. Hornyik Sándor	10423	dr. Hornyik Sándor
10913	K.Kabai Lóránt	7692	k.kabai lóránt
10881	Alex SCHIKOWSKI	6545	Alex Schikowski
10776	3T (NSZK csoport)	9408	3T (NSZK Csoport)
10730	Peter FRITZENWALLNER	10476	Peter Fritzenwallner
10728	Leonardo HAID	10474	Leonardo Haid
10725	David KELLNER	10473	David Kellner
10543	Jan Van Oordt (CH)	10468	Jan van Oordt (CH)
10506	VÁRNAGY Tibor	5224	VÁRNAGY TIBOR
10460	Kőrösi Zoltán	9325	KŐRÖSI Zoltán
10287	Michaël Borremans	10260	MICHAËL BORREMANS
10269	BORI Bálint	10174	BORI BÁLINT
10093	Kecskés Péter	5279	kecskés péter
10012	DEJAN SLUGA	8316	Dejan SLUGA
10008	BARAKONYI Szabolcs	9427	BARAKONYI SZABOLCS
9870	Károlyi zsigmond	8541	Károlyi Zsigmond
9789	Kortárs magyar ek	4179	kortárs magyar ek
9753	Art Camp	2154	ART CAMP
9631	Kishonthy Zsolt	692	kishonthy zsolt
9498	Illés Árpád	6632	ILLÉS Árpád
9492	rechnitzer zsófi	9366	Rechnitzer zsófi
9420	Lobot	8687	LOBOT
9389	Dr. Salvatore Ettorre - a budapesti olasz kulturális intézet igazgatója	9311	Dr. Salvatore Ettorre - a Budapesti olasz kulturális intézet igazgatója
9379	Michael ELMGREEN és Ingar DRAGSET	8581	Michael Elmgreen és Ingar Dragset
9325	KŐRÖSI Zoltán	8033	Kőrösi Zoltán
9325	KŐRÖSI Zoltán	4873	Kőrösi Zoltán
9324	BARTA Zsolt Péter	7267	Barta ZSolt Péter
8797	ERŐSS István	5613	Erőss István
8751	HAJDU István	7375	Hajdu István
8751	HAJDU István	5172	HAJDU ISTVÁN
8751	HAJDU István	2089	Hajdu István
8576	ÉZSIÁS ISTVÁN	6177	ÉZSIÁS István
8555	Fenyvesi Áron	8426	FENYVESI Áron
8479	Kerekes Elek	6582	KEREKES Elek
8466	PACSIKA Rudolf	4470	Pacsika Rudolf
8466	PACSIKA Rudolf	3300	Pacsika Rudolf
8313	Kőnig frigyes	3959	Kőnig Frigyes
8304	Gránicz Tamás	6761	GRÁNICZ Tamás
8269	KIssPál Szabolcs	3107	Kisspál Szabolcs
8173	KoMa társulat	6655	KoMa Társulat
8091	RIZMAYER PÉTER	8053	RIZMAYER Péter
7893	Méhes Lóránt (ZUZU)	5708	Méhes Lóránt (Zuzu)
7876	X-Y	1800	x-y
7850	Ivo Precek	7372	Ivo PRECEK
7836	Rotterdam	4946	ROTTERDAM
7818	SZÉPFALVI ÁGNES	6825	Szépfalvi Ágnes
7669	kiállítások	1532	Kiállítások
7375	Hajdu István	5172	HAJDU ISTVÁN
7300	Helena HOLMBERG	3815	Helena Holmberg
7242	Finnország magyarországi nagykövete	5683	Finnország Magyarországi Nagykövete
7137	URBÁN Katalin	6662	Urbán Katalin
6933	Gyurics Balázs	6625	GYURICS Balázs
6839	Zofia KULIK	1927	Zofia Kulik
6831	Miklós ERHARDT	4434	Miklós Erhardt
6828	Szabó Noémi	6626	SZABÓ Noémi
6822	Moreno PINCAS	6808	MORENO Pincas
6818	Mécs Miklós	5270	MÉCS MIKLÓS
6622	Gálig zoltán	3304	Gálig Zoltán
6600	Nahte Vető János	6591	NahTe Vető János
6518	pályázók	5217	Pályázók
6292	Baksa Nándor	3776	BAKSA NÁNDOR
6198	Az Országos Széchényi Könyvtár főigazgatója	163	az Országos Széchényi Könyvtár főigazgatója
5949	Alexandra de LAZAREFF	5938	ALEXANDRA de LAZAREFF
5902	ZSEMLYE Ildikó	3767	ZSEMLYE ILDIKÓ
5897	SZÁNTÓ DÁNIEL	3025	Szántó Dániel
5664	Zsenia Bozukova	2410	ZSENIA BOZUKOVA
5282	Rovar 17	5280	rovar 17
5172	HAJDU ISTVÁN	2089	Hajdu István
4866	Tenk László	739	TENK LÁSZLÓ
4857	Medence Csoport	335	Medence csoport
4627	FÜREDI Tamás	2760	FÜREDI TAMÁS
4602	a Magyar Képzőművészeti Egyetem végzős hallgatói	4488	A Magyar Képzőművészeti Egyetem végzős hallgatói
4597	Verebics Kati	3773	VEREBICS KATI
4531	a trencséni M. A. Bazovský Galéria igazgatója	3823	a trencséni M. A. Bazovský galéria igazgatója
3164	Prieger Zsolt (Anima Sound System)	2018	Prieger Zsolt (Anima Sound system)
3057	ICA-kru	2754	ica-kru
2909	Sylvain BARBIER	1679	Sylvain Barbier
2843	Előadások	2283	előadások
2761	HEGYI BÉLA	92	Hegyi Béla
2756	HORVÁTH TIBOR	1373	Horváth tibor
2597	KONRAD KUZYSZYN	1923	Konrad Kuzyszyn
2236	Dr.Beke László	550	dr.Beke László
1871	Hints Institute	1835	HINTS Institute
1734	Faa	32	FAA
1312	Toni Franovic	1284	Toni FRANOVIC
940	előadás	939	Előadás
277	akció	227	Akció
